,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
22,2023-01-22,17:30,Bundesliga,Rodada da semana 16,dom,Visitante,V,3,2,M'Gladbach,2.0,1.0,39.0,53.336,Lukáš Hrádecký,3-4-2003,Harm Osmers,Relatório da Partida,,13.0,6.0,161.0,0.0,2023,Bayer Leverkusen
23,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Em casa,V,2,0,Bochum,1.7,0.7,56.0,25.82,Lukáš Hrádecký,4-2-3-1,Timo Gerach,Relatório da Partida,,10.0,3.0,197.0,1.0,2023,Bayer Leverkusen
24,2023-01-29,17:30,Bundesliga,Rodada da semana 18,dom,Em casa,D,0,2,Dortmund,1.7,0.9,56.0,30.21,Lukáš Hrádecký,4-3-2003,Tobias Welz,Relatório da Partida,,21.0,6.0,167.0,0.0,2023,Bayer Leverkusen
25,2023-02-03,20:30,Bundesliga,Rodada da semana 19,sex,Visitante,D,0,1,Augsburg,0.6,0.9,59.0,27.318,Lukáš Hrádecký,3-4-2003,Marco Fritz,Relatório da Partida,,13.0,4.0,227.0,0.0,2023,Bayer Leverkusen
26,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,V,3,1,Hoffenheim,1.4,0.7,50.0,20.619,Lukáš Hrádecký,3-4-2003,Tobias Stieler,Relatório da Partida,,12.0,4.0,164.0,0.0,2023,Bayer Leverkusen
28,2023-02-19,19:30,Bundesliga,Rodada da semana 21,dom,Em casa,D,2,3,Mainz 05,2.2,1.6,66.0,27.002,Lukáš Hrádecký,4-3-2003,Robert Schröder,Relatório da Partida,,20.0,6.0,166.0,1.0,2023,Bayer Leverkusen
30,2023-02-26,15:30,Bundesliga,Rodada da semana 22,dom,Visitante,E,1,1,Freiburg,2.2,0.8,55.0,34.0,Lukáš Hrádecký,4-3-2003,Daniel Siebert,Relatório da Partida,,18.0,4.0,161.0,1.0,2023,Bayer Leverkusen
31,2023-03-05,15:30,Bundesliga,Rodada da semana 23,dom,Em casa,V,4,1,Hertha BSC,1.6,1.1,61.0,30.21,Lukáš Hrádecký,3-4-2003,Patrick Ittrich,Relatório da Partida,,16.0,9.0,168.0,0.0,2023,Bayer Leverkusen
33,2023-03-12,17:30,Bundesliga,Rodada da semana 24,dom,Visitante,V,3,2,Werder Bremen,1.0,1.8,47.0,41.0,Lukáš Hrádecký,3-4-2003,Deniz Aytekin,Relatório da Partida,,13.0,5.0,168.0,0.0,2023,Bayer Leverkusen
35,2023-03-19,17:30,Bundesliga,Rodada da semana 25,dom,Em casa,V,2,1,Bayern Munich,2.0,1.0,40.0,30.21,Lukáš Hrádecký,4-3-2003,Tobias Stieler,Relatório da Partida,,9.0,3.0,261.0,1.0,2023,Bayer Leverkusen
36,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Visitante,V,3,0,Schalke 04,2.7,1.1,52.0,62.271,Lukáš Hrádecký,3-4-2003,Deniz Aytekin,Relatório da Partida,,18.0,9.0,175.0,1.0,2023,Bayer Leverkusen
37,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Em casa,V,3,1,Eint Frankfurt,2.1,0.9,43.0,30.21,Lukáš Hrádecký,3-4-1-2,Robert Hartmann,Relatório da Partida,,14.0,9.0,149.0,0.0,2023,Bayer Leverkusen
39,2023-04-16,19:30,Bundesliga,Rodada da semana 28,dom,Visitante,E,0,0,Wolfsburg,1.2,0.9,57.0,20.137,Lukáš Hrádecký,3-4-2003,Sascha Stegemann,Relatório da Partida,,15.0,4.0,190.0,0.0,2023,Bayer Leverkusen
41,2023-04-23,17:30,Bundesliga,Rodada da semana 29,dom,Em casa,V,2,0,RB Leipzig,1.1,1.9,31.0,29.085,Lukáš Hrádecký,3-4-2003,Daniel Schlager,Relatório da Partida,,6.0,3.0,260.0,0.0,2023,Bayer Leverkusen
42,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Visitante,E,0,0,Union Berlin,0.8,0.8,65.0,22.012,Lukáš Hrádecký,3-4-2003,Marco Fritz,Relatório da Partida,,9.0,1.0,152.0,0.0,2023,Bayer Leverkusen
43,2023-05-05,20:30,Bundesliga,Rodada da semana 31,sex,Em casa,D,1,2,Köln,0.9,0.8,64.0,30.21,Lukáš Hrádecký,3-4-2003,Felix Zwayer,Relatório da Partida,,13.0,3.0,167.0,1.0,2023,Bayer Leverkusen
45,2023-05-14,15:30,Bundesliga,Rodada da semana 32,dom,Visitante,E,1,1,Stuttgart,1.8,1.3,48.0,47.5,Lukáš Hrádecký,3-4-2003,Frank Willenborg,Relatório da Partida,,11.0,1.0,168.0,0.0,2023,Bayer Leverkusen
47,2023-05-21,19:30,Bundesliga,Rodada da semana 33,dom,Em casa,E,2,2,M'Gladbach,1.6,1.7,47.0,30.21,Lukáš Hrádecký,3-4-2003,Daniel Siebert,Relatório da Partida,,13.0,5.0,148.0,0.0,2023,Bayer Leverkusen
48,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,D,0,3,Bochum,0.8,1.3,50.0,26.0,Lukáš Hrádecký,4-3-2003,Tobias Welz,Relatório da Partida,,11.0,2.0,162.0,1.0,2023,Bayer Leverkusen
1,2022-08-05,20:30,Bundesliga,Rodada da semana 1,sex,Em casa,D,1,6,Bayern Munich,0.9,4.0,37.0,51.5,Sebastian Rode,3-4-2003,Deniz Aytekin,Relatório da Partida,,8.0,2.0,179.0,0.0,2023,Eintracht Frankfurt
3,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,E,1,1,Hertha BSC,1.6,1.7,61.0,45.0,Kevin Trapp,3-4-2003,Frank Willenborg,Relatório da Partida,,11.0,1.0,126.0,0.0,2023,Eintracht Frankfurt
4,2022-08-21,15:30,Bundesliga,Rodada da semana 3,dom,Em casa,E,1,1,Köln,0.9,0.3,54.0,50.8,Sebastian Rode,4-2-3-1,Martin Petersen,Relatório da Partida,,9.0,3.0,199.0,2.0,2023,Eintracht Frankfurt
5,2022-08-28,17:30,Bundesliga,Rodada da semana 4,dom,Visitante,V,4,3,Werder Bremen,1.8,1.8,46.0,41.0,Sebastian Rode,4-2-3-1,Patrick Ittrich,Relatório da Partida,,10.0,6.0,127.0,0.0,2023,Eintracht Frankfurt
6,2022-09-03,18:30,Bundesliga,Rodada da semana 5,sáb,Em casa,V,4,0,RB Leipzig,3.1,0.2,44.0,49.7,Sebastian Rode,4-2-3-1,Felix Brych,Relatório da Partida,,13.0,8.0,163.0,0.0,2023,Eintracht Frankfurt
8,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Em casa,D,0,1,Wolfsburg,0.7,1.0,62.0,49.0,Kevin Trapp,4-2-3-1,Tobias Reichel,Relatório da Partida,,10.0,0.0,171.0,1.0,2023,Eintracht Frankfurt
10,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Visitante,V,3,1,Stuttgart,1.0,1.0,44.0,47.5,Sebastian Rode,3-4-2003,Daniel Siebert,Relatório da Partida,,13.0,8.0,186.0,2.0,2023,Eintracht Frankfurt
11,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,2,0,Union Berlin,0.8,1.0,47.0,50.5,Sebastian Rode,3-4-2003,Sascha Stegemann,Relatório da Partida,,13.0,4.0,230.0,1.0,2023,Eintracht Frankfurt
13,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Visitante,D,0,3,Bochum,0.9,0.6,54.0,24.85,Kevin Trapp,4-2-2-2,Martin Petersen,Relatório da Partida,,12.0,2.0,241.0,0.0,2023,Eintracht Frankfurt
15,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,V,5,1,Leverkusen,3.9,0.4,49.0,49.7,Kevin Trapp,3-4-2003,Frank Willenborg,Relatório da Partida,,17.0,8.0,177.0,0.0,2023,Eintracht Frankfurt
17,2022-10-22,18:30,Bundesliga,Rodada da semana 11,sáb,Visitante,V,3,1,M'Gladbach,1.9,1.0,40.0,53.019,Kevin Trapp,3-4-2003,Daniel Siebert,Relatório da Partida,,15.0,5.0,193.0,1.0,2023,Eintracht Frankfurt
19,2022-10-29,18:30,Bundesliga,Rodada da semana 12,sáb,Em casa,D,1,2,Dortmund,1.9,0.6,58.0,50.0,Sebastian Rode,3-4-2003,Sascha Stegemann,Relatório da Partida,,20.0,6.0,168.0,1.0,2023,Eintracht Frankfurt
21,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,V,2,1,Augsburg,1.2,1.2,58.0,30.087,Sebastian Rode,3-4-2003,Deniz Aytekin,Relatório da Partida,,12.0,7.0,176.0,1.0,2023,Eintracht Frankfurt
22,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Em casa,V,4,2,Hoffenheim,2.8,1.8,51.0,49.0,Kevin Trapp,3-4-2003,Felix Zwayer,Relatório da Partida,,14.0,7.0,171.0,0.0,2023,Eintracht Frankfurt
23,2022-11-13,15:30,Bundesliga,Rodada da semana 15,dom,Visitante,E,1,1,Mainz 05,1.8,1.5,60.0,33.305,Kevin Trapp,3-4-2003,Robert Schröder,Relatório da Partida,,10.0,3.0,193.0,2.0,2023,Eintracht Frankfurt
24,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Em casa,V,3,0,Schalke 04,1.2,1.8,43.0,50.0,Kevin Trapp,3-4-2003,Marco Fritz,Relatório da Partida,,12.0,3.0,145.0,0.0,2023,Eintracht Frankfurt
25,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Visitante,E,1,1,Freiburg,0.2,1.9,56.0,34.7,Djibril Sow,3-4-2003,Deniz Aytekin,Relatório da Partida,,4.0,2.0,179.0,0.0,2023,Eintracht Frankfurt
26,2023-01-28,18:30,Bundesliga,Rodada da semana 18,sáb,Visitante,E,1,1,Bayern Munich,0.6,1.6,33.0,75.0,Sebastian Rode,3-4-2003,Sven Jablonski,Relatório da Partida,,8.0,1.0,147.0,0.0,2023,Eintracht Frankfurt
27,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,V,3,0,Hertha BSC,2.2,0.9,62.0,49.5,Makoto Hasebe,3-4-2003,Robert Hartmann,Relatório da Partida,,9.0,3.0,179.0,0.0,2023,Eintracht Frankfurt
29,2023-02-12,17:30,Bundesliga,Rodada da semana 20,dom,Visitante,D,0,3,Köln,0.3,1.2,57.0,50.0,Makoto Hasebe,3-4-2003,Daniel Siebert,Relatório da Partida,,6.0,1.0,148.0,0.0,2023,Eintracht Frankfurt
30,2023-02-18,18:30,Bundesliga,Rodada da semana 21,sáb,Em casa,V,2,0,Werder Bremen,2.1,0.3,45.0,50.0,Kevin Trapp,3-4-2003,Bastian Dankert,Relatório da Partida,,11.0,6.0,168.0,0.0,2023,Eintracht Frankfurt
32,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Visitante,D,1,2,RB Leipzig,0.8,1.7,47.0,47.069,Sebastian Rode,3-4-2003,Felix Brych,Relatório da Partida,,7.0,4.0,143.0,1.0,2023,Eintracht Frankfurt
33,2023-03-05,17:30,Bundesliga,Rodada da semana 23,dom,Visitante,E,2,2,Wolfsburg,0.6,1.9,48.0,27.853,Sebastian Rode,3-4-2003,Daniel Schlager,Relatório da Partida,,10.0,2.0,168.0,0.0,2023,Eintracht Frankfurt
34,2023-03-11,15:30,Bundesliga,Rodada da semana 24,sáb,Em casa,E,1,1,Stuttgart,0.7,0.8,52.0,50.0,Sebastian Rode,3-4-2003,Robert Hartmann,Relatório da Partida,,10.0,1.0,189.0,0.0,2023,Eintracht Frankfurt
36,2023-03-19,15:30,Bundesliga,Rodada da semana 25,dom,Visitante,D,0,2,Union Berlin,2.7,1.3,63.0,22.012,Kevin Trapp,3-4-2003,Christian Dingert,Relatório da Partida,,19.0,5.0,152.0,0.0,2023,Eintracht Frankfurt
37,2023-03-31,20:30,Bundesliga,Rodada da semana 26,sex,Em casa,E,1,1,Bochum,3.1,1.1,73.0,51.5,Sebastian Rode,3-4-2003,Harm Osmers,Relatório da Partida,,18.0,5.0,139.0,1.0,2023,Eintracht Frankfurt
39,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Visitante,D,1,3,Leverkusen,0.9,2.1,57.0,30.21,Sebastian Rode,3-4-2003,Robert Hartmann,Relatório da Partida,,9.0,2.0,143.0,0.0,2023,Eintracht Frankfurt
40,2023-04-15,18:30,Bundesliga,Rodada da semana 28,sáb,Em casa,E,1,1,M'Gladbach,2.2,1.2,59.0,50.0,Sebastian Rode,3-4-2003,Sven Jablonski,Relatório da Partida,,16.0,5.0,166.0,1.0,2023,Eintracht Frankfurt
41,2023-04-22,18:30,Bundesliga,Rodada da semana 29,sáb,Visitante,D,0,4,Dortmund,0.6,1.1,45.0,81.365,Sebastian Rode,3-4-2003,Deniz Aytekin,Relatório da Partida,,9.0,2.0,158.0,0.0,2023,Eintracht Frankfurt
42,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Em casa,E,1,1,Augsburg,0.6,0.7,59.0,50.0,Sebastian Rode,3-4-2003,Frank Willenborg,Relatório da Partida,,7.0,1.0,186.0,0.0,2023,Eintracht Frankfurt
44,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Visitante,D,1,3,Hoffenheim,2.2,2.2,68.0,30.0,Makoto Hasebe,3-4-2003,Harm Osmers,Relatório da Partida,,19.0,6.0,162.0,0.0,2023,Eintracht Frankfurt
45,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,3,0,Mainz 05,2.2,1.0,55.0,50.0,Sebastian Rode,3-4-2003,Felix Brych,Relatório da Partida,,17.0,5.0,183.0,0.0,2023,Eintracht Frankfurt
46,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Visitante,E,2,2,Schalke 04,1.6,1.0,50.0,61.575,Sebastian Rode,3-4-2003,Daniel Schlager,Relatório da Partida,,6.0,2.0,145.0,0.0,2023,Eintracht Frankfurt
47,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,V,2,1,Freiburg,2.1,1.6,61.0,50.5,Makoto Hasebe,3-4-2003,Deniz Aytekin,Relatório da Partida,,15.0,6.0,145.0,0.0,2023,Eintracht Frankfurt
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Em casa,E,2,2,Werder Bremen,1.0,0.8,61.0,28.015,Maximilian Arnold,4-2-3-1,Sascha Stegemann,Relatório da Partida,,11.0,3.0,198.0,0.0,2023,Wolfsburg
2,2022-08-14,17:30,Bundesliga,Rodada da semana 2,dom,Visitante,D,0,2,Bayern Munich,0.5,2.0,32.0,75.0,Maximilian Arnold,4-5-2001,Harm Osmers,Relatório da Partida,,8.0,2.0,191.0,2.0,2023,Wolfsburg
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,E,0,0,Schalke 04,1.3,1.1,71.0,26.959,Maximilian Arnold,4-2-3-1,Felix Zwayer,Relatório da Partida,,17.0,6.0,152.0,0.0,2023,Wolfsburg
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,D,0,2,RB Leipzig,0.5,3.5,57.0,41.243,Maximilian Arnold,4-2-3-1,Bastian Dankert,Relatório da Partida,,9.0,4.0,174.0,0.0,2023,Wolfsburg
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Em casa,D,2,4,Köln,1.0,2.7,51.0,25.654,Maximilian Arnold,3-4-1-2,Matthias Jöllenbeck,Relatório da Partida,,9.0,3.0,145.0,0.0,2023,Wolfsburg
6,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,V,1,0,Eint Frankfurt,1.0,0.7,38.0,49.0,Maximilian Arnold,4-3-2003,Tobias Reichel,Relatório da Partida,,7.0,3.0,123.0,0.0,2023,Wolfsburg
7,2022-09-18,15:30,Bundesliga,Rodada da semana 7,dom,Visitante,D,0,2,Union Berlin,0.3,1.4,52.0,22.012,Maximilian Arnold,4-2-2-2,Robert Schröder,Relatório da Partida,,5.0,0.0,195.0,0.0,2023,Wolfsburg
8,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,3,2,Stuttgart,2.0,1.5,57.0,24.125,Maximilian Arnold,4-1-4-1,Felix Zwayer,Relatório da Partida,,19.0,6.0,184.0,0.0,2023,Wolfsburg
9,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Visitante,E,1,1,Augsburg,1.8,2.0,51.0,26.22,Maximilian Arnold,4-5-2001,Daniel Siebert,Relatório da Partida,,11.0,7.0,149.0,0.0,2023,Wolfsburg
10,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,E,2,2,M'Gladbach,1.8,0.8,54.0,26.701,Maximilian Arnold,4-5-2001,Benjamin Cortus,Relatório da Partida,,16.0,4.0,163.0,1.0,2023,Wolfsburg
12,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,E,2,2,Leverkusen,1.2,2.2,43.0,26.294,Maximilian Arnold,4-1-4-1,Felix Brych,Relatório da Partida,,8.0,0.0,204.0,0.0,2023,Wolfsburg
13,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,V,4,0,Bochum,2.0,0.5,52.0,24.037,Maximilian Arnold,4-1-4-1,Robert Hartmann,Relatório da Partida,,20.0,6.0,201.0,1.0,2023,Wolfsburg
14,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,V,3,0,Mainz 05,0.6,1.0,44.0,26.75,Maximilian Arnold,4-5-2001,Daniel Siebert,Relatório da Partida,,10.0,3.0,184.0,1.0,2023,Wolfsburg
15,2022-11-08,18:30,Bundesliga,Rodada da semana 14,ter,Em casa,V,2,0,Dortmund,2.4,1.6,37.0,28.675,Maximilian Arnold,4-5-2001,Christian Dingert,Relatório da Partida,,17.0,7.0,126.0,0.0,2023,Wolfsburg
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Visitante,V,2,1,Hoffenheim,0.7,1.4,40.0,18.014,Maximilian Arnold,4-5-2001,Daniel Schlager,Relatório da Partida,,6.0,3.0,147.0,0.0,2023,Wolfsburg
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Em casa,V,6,0,Freiburg,2.7,0.7,53.0,25.849,Maximilian Arnold,4-3-2003,Felix Zwayer,Relatório da Partida,,11.0,9.0,172.0,0.0,2023,Wolfsburg
18,2023-01-24,20:30,Bundesliga,Rodada da semana 17,ter,Visitante,V,5,0,Hertha BSC,3.1,0.4,58.0,29.483,Maximilian Arnold,4-3-2003,Tobias Reichel,Relatório da Partida,,16.0,6.0,154.0,1.0,2023,Wolfsburg
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,D,1,2,Werder Bremen,0.7,2.2,57.0,41.0,Maximilian Arnold,4-5-2001,Daniel Siebert,Relatório da Partida,,9.0,3.0,179.0,1.0,2023,Wolfsburg
21,2023-02-05,17:30,Bundesliga,Rodada da semana 19,dom,Em casa,D,2,4,Bayern Munich,2.2,0.5,52.0,30.0,Maximilian Arnold,3-5-2002,Harm Osmers,Relatório da Partida,,22.0,5.0,164.0,1.0,2023,Wolfsburg
22,2023-02-10,20:30,Bundesliga,Rodada da semana 20,sex,Visitante,E,0,0,Schalke 04,1.3,1.3,47.0,60.836,Maximilian Arnold,4-2-3-1,Benjamin Brand,Relatório da Partida,,7.0,2.0,155.0,0.0,2023,Wolfsburg
23,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Em casa,D,0,3,RB Leipzig,0.2,3.0,43.0,24.831,Maximilian Arnold,4-2-3-1,Deniz Aytekin,Relatório da Partida,,7.0,2.0,219.0,1.0,2023,Wolfsburg
24,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Visitante,V,2,0,Köln,1.0,1.2,43.0,49.3,Maximilian Arnold,4-3-2003,Frank Willenborg,Relatório da Partida,,5.0,3.0,250.0,0.0,2023,Wolfsburg
25,2023-03-05,17:30,Bundesliga,Rodada da semana 23,dom,Em casa,E,2,2,Eint Frankfurt,1.9,0.6,52.0,27.853,Maximilian Arnold,4-3-2003,Daniel Schlager,Relatório da Partida,,12.0,6.0,158.0,0.0,2023,Wolfsburg
26,2023-03-12,19:30,Bundesliga,Rodada da semana 24,dom,Em casa,E,1,1,Union Berlin,1.7,1.3,58.0,23.554,Koen Casteels,4-3-2003,Robert Schröder,Relatório da Partida,,15.0,6.0,175.0,2.0,2023,Wolfsburg
27,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Visitante,V,1,0,Stuttgart,0.6,0.5,43.0,44.9,Maximilian Arnold,4-2-3-1,Felix Brych,Relatório da Partida,,9.0,3.0,204.0,0.0,2023,Wolfsburg
28,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Em casa,E,2,2,Augsburg,3.5,0.6,68.0,22.107,Maximilian Arnold,4-3-2003,Martin Petersen,Relatório da Partida,,22.0,5.0,167.0,0.0,2023,Wolfsburg
29,2023-04-09,15:30,Bundesliga,Rodada da semana 27,dom,Visitante,D,0,2,M'Gladbach,1.5,1.6,56.0,51.127,Maximilian Arnold,4-3-2003,Timo Gerach,Relatório da Partida,,10.0,2.0,160.0,0.0,2023,Wolfsburg
30,2023-04-16,19:30,Bundesliga,Rodada da semana 28,dom,Em casa,E,0,0,Leverkusen,0.9,1.2,43.0,20.137,Koen Casteels,5-3-2002,Sascha Stegemann,Relatório da Partida,,11.0,3.0,191.0,0.0,2023,Wolfsburg
31,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Visitante,V,5,1,Bochum,3.6,2.6,45.0,24.834,Maximilian Arnold,4-3-2003,Felix Brych,Relatório da Partida,,14.0,7.0,150.0,0.0,2023,Wolfsburg
32,2023-04-30,17:30,Bundesliga,Rodada da semana 30,dom,Em casa,V,3,0,Mainz 05,1.9,1.7,51.0,23.817,Maximilian Arnold,3-4-2003,Daniel Siebert,Relatório da Partida,,10.0,4.0,125.0,0.0,2023,Wolfsburg
33,2023-05-07,17:30,Bundesliga,Rodada da semana 31,dom,Visitante,D,0,6,Dortmund,1.2,4.2,43.0,81.365,Maximilian Arnold,3-1-4-2,Marco Fritz,Relatório da Partida,,10.0,3.0,186.0,0.0,2023,Wolfsburg
34,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,2,1,Hoffenheim,1.1,1.0,46.0,22.617,Maximilian Arnold,3-1-4-2,Tobias Stieler,Relatório da Partida,,9.0,3.0,205.0,0.0,2023,Wolfsburg
35,2023-05-19,20:30,Bundesliga,Rodada da semana 33,sex,Visitante,D,0,2,Freiburg,0.7,1.3,57.0,33.3,Maximilian Arnold,3-1-4-2,Bastian Dankert,Relatório da Partida,,9.0,2.0,164.0,0.0,2023,Wolfsburg
36,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,D,1,2,Hertha BSC,3.4,2.1,64.0,26.775,Josuha Guilavogui,3-5-2002,Benjamin Cortus,Relatório da Partida,,20.0,7.0,138.0,0.0,2023,Wolfsburg
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Visitante,V,2,1,Bochum,1.4,0.9,41.0,24.11,Robin Zentner,5-4-2001,Felix Zwayer,Relatório da Partida,,13.0,6.0,175.0,1.0,2023,Mainz 05
2,2022-08-14,15:30,Bundesliga,Rodada da semana 2,dom,Em casa,E,0,0,Union Berlin,0.7,0.4,49.0,25.009,Silvan Widmer,3-5-2002,Daniel Schlager,Relatório da Partida,,11.0,5.0,169.0,0.0,2023,Mainz 05
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,V,2,1,Augsburg,2.1,0.5,50.0,23.755,Silvan Widmer,3-5-2002,Sascha Stegemann,Relatório da Partida,,12.0,5.0,196.0,1.0,2023,Mainz 05
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Em casa,D,0,3,Leverkusen,1.4,1.9,61.0,28.5,Silvan Widmer,3-4-2003,Christian Dingert,Relatório da Partida,,18.0,3.0,184.0,1.0,2023,Mainz 05
5,2022-09-04,17:30,Bundesliga,Rodada da semana 5,dom,Visitante,V,1,0,M'Gladbach,0.6,1.2,47.0,51.21,Silvan Widmer,3-4-2003,Deniz Aytekin,Relatório da Partida,,11.0,4.0,176.0,2.0,2023,Mainz 05
6,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,D,1,4,Hoffenheim,0.7,4.2,36.0,20.114,Silvan Widmer,3-4-2003,Daniel Schlager,Relatório da Partida,,9.0,2.0,183.0,0.0,2023,Mainz 05
7,2022-09-16,20:30,Bundesliga,Rodada da semana 7,sex,Em casa,E,1,1,Hertha BSC,0.7,0.4,57.0,25.3,Silvan Widmer,3-4-2003,Frank Willenborg,Relatório da Partida,,11.0,2.0,166.0,0.0,2023,Mainz 05
8,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,D,1,2,Freiburg,1.6,2.0,47.0,34.7,Silvan Widmer,3-4-2003,Sven Jablonski,Relatório da Partida,,15.0,6.0,191.0,1.0,2023,Mainz 05
9,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Em casa,E,1,1,RB Leipzig,0.6,1.0,37.0,26.1,Silvan Widmer,3-5-2002,Felix Brych,Relatório da Partida,,9.0,3.0,197.0,0.0,2023,Mainz 05
10,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Visitante,V,2,0,Werder Bremen,1.1,1.3,33.0,41.0,Robin Zentner,3-4-2003,Robert Hartmann,Relatório da Partida,,11.0,5.0,165.0,0.0,2023,Mainz 05
12,2022-10-21,20:30,Bundesliga,Rodada da semana 11,sex,Em casa,V,5,0,Köln,1.9,0.7,55.0,31.61,Robin Zentner,3-5-2002,Matthias Jöllenbeck,Relatório da Partida,,15.0,6.0,182.0,1.0,2023,Mainz 05
13,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,D,2,6,Bayern Munich,2.2,3.1,31.0,75.0,Silvan Widmer,5-3-2002,Felix Zwayer,Relatório da Partida,,13.0,4.0,134.0,0.0,2023,Mainz 05
14,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Em casa,D,0,3,Wolfsburg,1.0,0.6,56.0,26.75,Silvan Widmer,3-4-2003,Daniel Siebert,Relatório da Partida,,15.0,3.0,193.0,0.0,2023,Mainz 05
15,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Visitante,D,0,1,Schalke 04,0.8,1.5,55.0,58.256,Robin Zentner,3-5-2002,Tobias Reichel,Relatório da Partida,,11.0,1.0,135.0,1.0,2023,Mainz 05
16,2022-11-13,15:30,Bundesliga,Rodada da semana 15,dom,Em casa,E,1,1,Eint Frankfurt,1.5,1.8,40.0,33.305,Silvan Widmer,3-4-2003,Robert Schröder,Relatório da Partida,,18.0,6.0,160.0,0.0,2023,Mainz 05
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Visitante,E,1,1,Stuttgart,1.4,1.6,45.0,45.903,Silvan Widmer,3-4-2003,Felix Brych,Relatório da Partida,,12.0,1.0,203.0,1.0,2023,Mainz 05
18,2023-01-25,18:30,Bundesliga,Rodada da semana 17,qua,Em casa,D,1,2,Dortmund,1.2,1.5,38.0,31.5,Silvan Widmer,3-5-2002,Sascha Stegemann,Relatório da Partida,,12.0,4.0,148.0,0.0,2023,Mainz 05
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,V,5,2,Bochum,2.1,1.5,42.0,23.3,Silvan Widmer,3-4-2003,Patrick Ittrich,Relatório da Partida,,14.0,7.0,173.0,0.0,2023,Mainz 05
